number	annpre_mean	coeff_var		
4090	35.00	13.00
4091	35.00	30.00
4092	35.00	21.00
4151	35.00	3.00
4152	35.00	1.00
4153	35.00	8.00
4154	35.00	19.00
4155	35.00	15.00
4156	35.00	9.00
4157	35.00	14.00
4160	35.00	5.00
4162	35.00	1.00
4163	35.00	6.00
4164	35.00	3.00
4165	35.00	10.00
4166	35.00	15.00
4167	35.00	16.00
4170	35.00	0.00
4172	35.00	8.00
4173	35.00	13.00
4174	35.00	28.00
4175	35.00	19.00
4234	35.00	1.00
4235	35.00	5.00
4236	35.00	13.00
4237	35.00	25.00
4238	35.00	9.00
4239	35.00	4.00
4245	35.00	1.00
4246	35.00	9.00
4247	35.00	8.00
4248	35.00	15.00
4249	35.00	31.00
4250	35.00	18.00
4253	35.00	2.00
4254	35.00	3.00
4255	35.00	3.00
4256	35.00	13.00
4257	35.00	18.00
4258	35.00	19.00
4317	35.00	1.00
4318	35.00	0.00
4319	35.00	13.00
4320	35.00	25.00
4321	35.00	9.00
4328	35.00	9.00
4329	35.00	19.00
4330	35.00	8.00
4331	35.00	7.00
4332	35.00	31.00
4333	35.00	29.00
4334	35.00	8.00
4336	35.00	2.00
4337	35.00	9.00
4338	35.00	3.00
4339	35.00	12.00
4340	35.00	14.00
4400	35.00	3.00
4401	35.00	4.00
4402	35.00	2.00
4403	35.00	28.00
4411	35.00	16.00
4413	35.00	2.00
4414	35.00	4.00
4415	35.00	19.00
4416	35.00	24.00
4417	35.00	11.00
4418	35.00	9.00
4419	35.00	7.00
4420	35.00	21.00
4421	35.00	14.00
4422	35.00	20.00
4483	35.00	2.00
4484	35.00	4.00
4485	35.00	7.00
4486	35.00	28.00
4496	35.00	4.00
4497	35.00	4.00
4498	35.00	17.00
4499	35.00	24.00
4500	35.00	20.00
4501	35.00	9.00
4502	35.00	6.00
4503	35.00	21.00
4504	35.00	22.00
4505	35.00	20.00
4566	35.00	1.00
4567	35.00	3.00
4568	35.00	2.00
4569	35.00	18.00
4580	35.00	10.00
4581	35.00	20.00
4582	35.00	24.00
4583	35.00	11.00
4584	35.00	7.00
4585	35.00	24.00
4586	35.00	25.00
4587	35.00	21.00
4588	35.00	21.00
4649	35.00	1.00
4650	35.00	11.00
4651	35.00	2.00
4652	35.00	13.00
4663	35.00	27.00
4664	35.00	20.00
4665	35.00	10.00
4666	35.00	11.00
4667	35.00	14.00
4668	35.00	24.00
4669	35.00	16.00
4670	35.00	21.00
4732	35.00	6.00
4733	35.00	9.00
4734	35.00	3.00
4735	35.00	4.00
4746	35.00	32.00
4747	35.00	10.00
4748	35.00	11.00
4749	35.00	2.00
4750	35.00	23.00
4751	35.00	22.00
4752	35.00	13.00
4753	35.00	16.00
4815	35.00	25.00
4829	35.00	32.00
4830	35.00	22.00
4831	35.00	11.00
4832	35.00	11.00
4833	35.00	23.00
4834	35.00	26.00
4835	35.00	13.00
4913	35.00	18.00
4914	35.00	16.00
4915	35.00	17.00
4916	35.00	26.00
4917	35.00	31.00
4939	35.00	21.00
4940	35.00	21.00
4997	35.00	15.00
4998	35.00	17.00
4999	35.00	23.00
5000	35.00	31.00
5021	35.00	23.00
5022	35.00	22.00
5023	35.00	23.00
5080	35.00	18.00
5081	35.00	12.00
5082	35.00	15.00
5083	35.00	27.00
5104	35.00	24.00
5105	35.00	22.00
5106	35.00	19.00
5165	35.00	15.00
5186	35.00	22.00
5187	35.00	26.00
5188	35.00	23.00
5189	35.00	23.00
5248	35.00	22.00
5268	35.00	23.00
5269	35.00	21.00
5270	35.00	26.00
5271	35.00	26.00
5272	35.00	23.00
5351	35.00	16.00
5352	35.00	19.00
5353	35.00	22.00
5354	35.00	23.00
5355	35.00	21.00
5434	35.00	19.00
5435	35.00	19.00
5436	35.00	19.00
5437	35.00	23.00
5438	35.00	17.00
5516	35.00	20.00
5517	35.00	32.00
5518	35.00	16.00
5519	35.00	19.00
5520	35.00	14.00
5521	35.00	17.00
5599	35.00	27.00
5600	35.00	32.00
5601	35.00	19.00
5602	35.00	19.00
5603	35.00	16.00
5604	35.00	17.00
5682	35.00	27.00
5683	35.00	22.00
5684	35.00	19.00
5685	35.00	18.00
5686	35.00	16.00
5687	35.00	20.00
5764	35.00	38.00
5765	35.00	15.00
5766	35.00	22.00
5767	35.00	20.00
5768	35.00	21.00
5769	35.00	19.00
5770	35.00	21.00
5847	35.00	38.00
5848	35.00	18.00
5849	35.00	22.00
5850	35.00	22.00
5851	35.00	21.00
5852	35.00	17.00
5929	35.00	21.00
5930	35.00	18.00
5931	35.00	23.00
5932	35.00	30.00
5933	35.00	18.00
5934	35.00	23.00
5935	35.00	21.00
5936	35.00	23.00
6011	35.00	15.00
6012	35.00	21.00
6013	35.00	16.00
6014	35.00	23.00
6015	35.00	18.00
6016	35.00	18.00
6017	35.00	21.00
6018	35.00	21.00
6019	35.00	19.00
6093	35.00	14.00
6094	35.00	12.00
6095	35.00	13.00
6096	35.00	13.00
6097	35.00	17.00
6098	35.00	18.00
6099	35.00	22.00
6100	35.00	20.00
6101	35.00	13.00
6175	35.00	21.00
6176	35.00	21.00
6177	35.00	12.00
6178	35.00	10.00
6179	35.00	13.00
6180	35.00	19.00
6181	35.00	18.00
6182	35.00	22.00
6183	35.00	20.00
6258	35.00	26.00
6259	35.00	18.00
6260	35.00	7.00
6261	35.00	6.00
6262	35.00	24.00
6263	35.00	17.00
6264	35.00	20.00
6265	35.00	19.00
6339	35.00	26.00
6340	35.00	32.00
6341	35.00	29.00
6342	35.00	18.00
6343	35.00	7.00
6344	35.00	6.00
6345	35.00	26.00
6346	35.00	17.00
6347	35.00	27.00
6348	35.00	19.00
6422	35.00	21.00
6423	35.00	28.00
6424	35.00	26.00
6425	35.00	20.00
6426	35.00	23.00
6427	35.00	19.00
6428	35.00	24.00
6429	35.00	23.00
6430	35.00	24.00
6431	35.00	18.00
6505	35.00	21.00
6506	35.00	30.00
6507	35.00	26.00
6508	35.00	20.00
6509	35.00	23.00
6510	35.00	26.00
6511	35.00	24.00
6512	35.00	21.00
6513	35.00	24.00
6514	35.00	22.00
6588	35.00	12.00
6589	35.00	18.00
6590	35.00	20.00
6591	35.00	18.00
6592	35.00	26.00
6593	35.00	32.00
6594	35.00	27.00
6596	35.00	23.00
6597	35.00	24.00
6671	35.00	14.00
6672	35.00	18.00
6673	35.00	18.00
6674	35.00	18.00
6675	35.00	22.00
6676	35.00	32.00
6677	35.00	28.00
6678	35.00	20.00
6679	35.00	28.00
6680	35.00	24.00
6754	35.00	23.00
6755	35.00	16.00
6756	35.00	24.00
6757	35.00	21.00
6758	35.00	22.00
6759	35.00	36.00
6761	35.00	26.00
6762	35.00	22.00
6763	35.00	19.00
6838	35.00	21.00
6839	35.00	24.00
6840	35.00	20.00
6841	35.00	22.00
6844	35.00	19.00
6845	35.00	22.00
6846	35.00	19.00
6920	35.00	22.00
6921	35.00	24.00
6922	35.00	26.00
6923	35.00	24.00
6927	35.00	21.00
6928	35.00	22.00
6929	35.00	21.00
7011	35.00	25.00
8420	35.00	26.00
8503	35.00	18.00
8585	35.00	18.00
8586	35.00	22.00
8668	35.00	23.00
8751	35.00	23.00
8833	35.00	28.00
8834	35.00	23.00
8835	35.00	24.00
8916	35.00	14.00
8917	35.00	16.00
8918	35.00	23.00
8999	35.00	14.00
9000	35.00	19.00
9001	35.00	23.00
9081	35.00	26.00
9082	35.00	24.00
9083	35.00	24.00
9084	35.00	20.00
9164	35.00	26.00
9165	35.00	21.00
9166	35.00	24.00
9167	35.00	26.00
9247	35.00	18.00
9248	35.00	17.00
9249	35.00	24.00
9250	35.00	32.00
9331	35.00	17.00
9332	35.00	32.00
9333	35.00	32.00
9414	35.00	24.00
9415	35.00	31.00
9416	35.00	32.00
9498	35.00	31.00
9581	35.00	31.00
9664	35.00	35.00
9747	35.00	36.00
9830	35.00	36.00
10409	35.00	40.00
10492	35.00	40.00
10574	35.00	25.00
10575	35.00	34.00
10909	35.00	19.00
11134	35.00	11.00
11135	35.00	14.00
11136	35.00	17.00
11137	35.00	21.00
11215	35.00	7.00
11216	35.00	9.00
11217	35.00	11.00
11218	35.00	8.00
11219	35.00	17.00
11220	35.00	21.00
11298	35.00	10.00
11299	35.00	17.00
11300	35.00	15.00
11301	35.00	7.00
11302	35.00	11.00
11303	35.00	24.00
11304	35.00	23.00
11306	35.00	22.00
11307	35.00	15.00
11308	35.00	22.00
11381	35.00	21.00
11382	35.00	17.00
11383	35.00	15.00
11384	35.00	7.00
11385	35.00	8.00
11386	35.00	24.00
11387	35.00	31.00
11388	35.00	25.00
11389	35.00	20.00
11390	35.00	15.00
11464	35.00	16.00
11465	35.00	23.00
11466	35.00	7.00
11467	35.00	5.00
11468	35.00	10.00
11469	35.00	14.00
11470	35.00	7.00
11471	35.00	26.00
11472	35.00	22.00
11473	35.00	19.00
11546	35.00	23.00
11547	35.00	16.00
11548	35.00	19.00
11549	35.00	7.00
11550	35.00	8.00
11551	35.00	10.00
11552	35.00	30.00
11553	35.00	7.00
11554	35.00	12.00
11555	35.00	22.00
11556	35.00	27.00
11628	35.00	30.00
11629	35.00	29.00
11630	35.00	20.00
11631	35.00	21.00
11632	35.00	20.00
11633	35.00	24.00
11634	35.00	24.00
11635	35.00	21.00
11636	35.00	25.00
11637	35.00	16.00
11638	35.00	18.00
11639	35.00	24.00
11711	35.00	31.00
11712	35.00	29.00
11713	35.00	29.00
11714	35.00	21.00
11715	35.00	23.00
11716	35.00	24.00
11717	35.00	25.00
11718	35.00	21.00
11719	35.00	29.00
11720	35.00	16.00
11721	35.00	20.00
11722	35.00	24.00
11723	35.00	25.00
11724	35.00	26.00
11725	35.00	23.00
11794	35.00	28.00
11795	35.00	23.00
11796	35.00	22.00
11797	35.00	23.00
11798	35.00	23.00
11799	35.00	25.00
11800	35.00	23.00
11801	35.00	27.00
11802	35.00	23.00
11803	35.00	25.00
11804	35.00	12.00
11805	35.00	25.00
11806	35.00	17.00
11807	35.00	22.00
11808	35.00	23.00
11877	35.00	27.00
11878	35.00	26.00
11879	35.00	22.00
11880	35.00	22.00
11881	35.00	23.00
11882	35.00	24.00
11883	35.00	23.00
11884	35.00	20.00
11885	35.00	23.00
11886	35.00	16.00
11887	35.00	12.00
11888	35.00	14.00
11889	35.00	17.00
11890	35.00	13.00
11891	35.00	22.00
11959	35.00	22.00
11960	35.00	27.00
11961	35.00	27.00
11962	35.00	31.00
11963	35.00	22.00
11964	35.00	21.00
11965	35.00	21.00
11966	35.00	21.00
11967	35.00	24.00
11968	35.00	25.00
11969	35.00	21.00
11970	35.00	6.00
11971	35.00	12.00
11972	35.00	12.00
11973	35.00	13.00
11974	35.00	27.00
12042	35.00	27.00
12043	35.00	20.00
12044	35.00	27.00
12045	35.00	27.00
12046	35.00	22.00
12047	35.00	17.00
12048	35.00	21.00
12049	35.00	16.00
12050	35.00	24.00
12051	35.00	27.00
12052	35.00	21.00
12053	35.00	17.00
12054	35.00	12.00
12055	35.00	26.00
12056	35.00	13.00
12057	35.00	27.00
12125	35.00	27.00
12126	35.00	18.00
12127	35.00	26.00
12128	35.00	19.00
12129	35.00	14.00
12130	35.00	13.00
12131	35.00	12.00
12132	35.00	10.00
12133	35.00	19.00
12134	35.00	23.00
12135	35.00	23.00
12136	35.00	21.00
12137	35.00	13.00
12138	35.00	22.00
12139	35.00	21.00
12140	35.00	27.00
12207	35.00	13.00
12208	35.00	25.00
12209	35.00	17.00
12210	35.00	19.00
12211	35.00	19.00
12212	35.00	12.00
12213	35.00	13.00
12214	35.00	9.00
12215	35.00	10.00
12216	35.00	13.00
12217	35.00	23.00
12218	35.00	20.00
12219	35.00	21.00
12220	35.00	10.00
12221	35.00	22.00
12222	35.00	23.00
12223	35.00	28.00
12290	35.00	13.00
12291	35.00	12.00
12292	35.00	17.00
12293	35.00	16.00
12294	35.00	17.00
12295	35.00	13.00
12296	35.00	17.00
12297	35.00	11.00
12298	35.00	9.00
12299	35.00	4.00
12300	35.00	22.00
12301	35.00	22.00
12302	35.00	15.00
12303	35.00	20.00
12304	35.00	19.00
12305	35.00	23.00
12306	35.00	29.00
12373	35.00	14.00
12374	35.00	15.00
12375	35.00	17.00
12376	35.00	14.00
12377	35.00	18.00
12378	35.00	13.00
12379	35.00	18.00
12380	35.00	11.00
12381	35.00	12.00
12382	35.00	4.00
12383	35.00	2.00
12384	35.00	22.00
12385	35.00	18.00
12386	35.00	20.00
12387	35.00	0.00
12388	35.00	35.00
12389	35.00	27.00
12455	35.00	27.00
12456	35.00	17.00
12457	35.00	15.00
12458	35.00	18.00
12459	35.00	14.00
12460	35.00	23.00
12461	35.00	20.00
12462	35.00	16.00
12463	35.00	6.00
12464	35.00	2.00
12465	35.00	8.00
12466	35.00	10.00
12467	35.00	10.00
12468	35.00	18.00
12469	35.00	9.00
12470	35.00	0.00
12471	35.00	20.00
12472	35.00	27.00
12538	35.00	25.00
12539	35.00	26.00
12540	35.00	23.00
12541	35.00	33.00
12542	35.00	20.00
12543	35.00	23.00
12544	35.00	20.00
12545	35.00	16.00
12546	35.00	11.00
12547	35.00	2.00
12548	35.00	10.00
12549	35.00	10.00
12550	35.00	7.00
12551	35.00	18.00
12552	35.00	9.00
12553	35.00	0.00
12554	35.00	22.00
12555	35.00	23.00
12620	35.00	23.00
12621	35.00	27.00
12622	35.00	26.00
12623	35.00	18.00
12624	35.00	33.00
12625	35.00	33.00
12626	35.00	23.00
12627	35.00	20.00
12628	35.00	15.00
12629	35.00	18.00
12630	35.00	14.00
12631	35.00	20.00
12632	35.00	14.00
12633	35.00	11.00
12634	35.00	13.00
12635	35.00	15.00
12636	35.00	0.00
12637	35.00	22.00
12638	35.00	26.00
12703	35.00	17.00
12704	35.00	17.00
12705	35.00	15.00
12706	35.00	8.00
12707	35.00	20.00
12708	35.00	18.00
12709	35.00	19.00
12710	35.00	20.00
12711	35.00	19.00
12714	35.00	20.00
12715	35.00	35.00
12716	35.00	11.00
12717	35.00	15.00
12718	35.00	15.00
12719	35.00	20.00
12720	35.00	20.00
12721	35.00	24.00
12785	35.00	4.00
12786	35.00	0.00
12787	35.00	17.00
12788	35.00	11.00
12789	35.00	8.00
12790	35.00	4.00
12791	35.00	18.00
12792	35.00	15.00
12793	35.00	14.00
12794	35.00	19.00
12797	35.00	29.00
12798	35.00	32.00
12799	35.00	31.00
12800	35.00	22.00
12801	35.00	9.00
12802	35.00	20.00
12803	35.00	22.00
12804	35.00	24.00
12868	35.00	7.00
12869	35.00	6.00
12870	35.00	2.00
12871	35.00	6.00
12872	35.00	1.00
12873	35.00	2.00
12874	35.00	11.00
12875	35.00	15.00
12876	35.00	5.00
12877	35.00	19.00
12878	35.00	24.00
12879	35.00	26.00
12880	35.00	30.00
12881	35.00	32.00
12882	35.00	31.00
12883	35.00	22.00
12884	35.00	18.00
12885	35.00	25.00
12886	35.00	32.00
12951	35.00	4.00
12952	35.00	6.00
12953	35.00	0.00
12954	35.00	6.00
12955	35.00	3.00
12956	35.00	2.00
12957	35.00	13.00
12958	35.00	6.00
12959	35.00	5.00
12960	35.00	9.00
12961	35.00	18.00
12962	35.00	27.00
12963	35.00	0.00
12964	35.00	25.00
12965	35.00	10.00
12966	35.00	16.00
12967	35.00	30.00
12968	35.00	24.00
12969	35.00	32.00
13034	35.00	12.00
13035	35.00	2.00
13036	35.00	1.00
13037	35.00	3.00
13038	35.00	6.00
13039	35.00	13.00
13040	35.00	10.00
13041	35.00	1.00
13042	35.00	5.00
13043	35.00	2.00
13044	35.00	18.00
13045	35.00	13.00
13046	35.00	0.00
13047	35.00	14.00
13048	35.00	10.00
13049	35.00	19.00
13050	35.00	30.00
13051	35.00	31.00
13052	35.00	23.00
13117	35.00	12.00
13118	35.00	4.00
13119	35.00	1.00
13120	35.00	0.00
13121	35.00	6.00
13122	35.00	16.00
13123	35.00	10.00
13124	35.00	0.00
13125	35.00	0.00
13126	35.00	0.00
13127	35.00	5.00
13128	35.00	11.00
13129	35.00	13.00
13130	35.00	21.00
13131	35.00	7.00
13132	35.00	25.00
13133	35.00	30.00
13134	35.00	31.00
13200	35.00	2.00
13201	35.00	0.00
13202	35.00	0.00
13203	35.00	0.00
13204	35.00	0.00
13205	35.00	10.00
13206	35.00	9.00
13207	35.00	0.00
13208	35.00	0.00
13209	35.00	0.00
13210	35.00	3.00
13211	35.00	11.00
13212	35.00	18.00
13213	35.00	21.00
13214	35.00	26.00
13215	35.00	25.00
13216	35.00	0.00
13284	35.00	0.00
13285	35.00	2.00
13286	35.00	0.00
13287	35.00	0.00
13288	35.00	10.00
13289	35.00	5.00
13290	35.00	0.00
13291	35.00	8.00
13292	35.00	2.00
13293	35.00	12.00
13294	35.00	15.00
13295	35.00	17.00
13296	35.00	7.00
13297	35.00	19.00
13298	35.00	23.00
13299	35.00	0.00
13368	35.00	9.00
13369	35.00	1.00
13370	35.00	4.00
13371	35.00	4.00
13372	35.00	12.00
13373	35.00	6.00
13374	35.00	8.00
13375	35.00	9.00
13376	35.00	12.00
13377	35.00	11.00
13378	35.00	17.00
13379	35.00	10.00
13381	35.00	21.00
13452	35.00	7.00
13453	35.00	4.00
13454	35.00	5.00
13455	35.00	12.00
13456	35.00	10.00
13457	35.00	9.00
13458	35.00	6.00
13459	35.00	26.00
13460	35.00	14.00
13461	35.00	17.00
13535	35.00	2.00
13536	35.00	4.00
13537	35.00	7.00
13538	35.00	9.00
13539	35.00	14.00
13540	35.00	4.00
13541	35.00	6.00
13542	35.00	14.00
13543	35.00	14.00
13544	35.00	16.00
13618	35.00	2.00
13619	35.00	2.00
13620	35.00	7.00
13621	35.00	7.00
13622	35.00	14.00
13623	35.00	0.00
13624	35.00	3.00
13625	35.00	8.00
13626	35.00	9.00
13627	35.00	10.00
13701	35.00	8.00
13702	35.00	17.00
13703	35.00	13.00
13704	35.00	20.00
13705	35.00	12.00
13706	35.00	0.00
13707	35.00	0.00
13708	35.00	8.00
13709	35.00	12.00
13710	35.00	10.00
13784	35.00	6.00
13785	35.00	17.00
13786	35.00	14.00
13787	35.00	20.00
13788	35.00	10.00
13789	35.00	0.00
13790	35.00	11.00
13791	35.00	4.00
13867	35.00	3.00
13868	35.00	8.00
13869	35.00	12.00
13872	35.00	7.00
13873	35.00	11.00
13950	35.00	3.00
13951	35.00	12.00
13952	35.00	12.00
13955	35.00	6.00
14033	35.00	0.00
14034	35.00	1.00
14035	35.00	6.00
14036	35.00	4.00
14116	35.00	0.00
14117	35.00	1.00
14118	35.00	1.00
14119	35.00	4.00
14199	35.00	0.00
14200	35.00	7.00
14201	35.00	7.00
14282	35.00	0.00
14283	35.00	2.00
14284	35.00	7.00
14365	35.00	0.00
14366	35.00	4.00
14448	35.00	6.00
14531	35.00	0.00
4	45.00	8.00
5	45.00	3.00
6	45.00	5.00
7	45.00	3.00
8	45.00	16.00
9	45.00	17.00
10	45.00	26.00
11	45.00	16.00
28	45.00	22.00
87	45.00	8.00
88	45.00	9.00
89	45.00	13.00
90	45.00	7.00
91	45.00	28.00
92	45.00	17.00
93	45.00	19.00
94	45.00	16.00
95	45.00	21.00
111	45.00	13.00
171	45.00	17.00
172	45.00	13.00
173	45.00	20.00
174	45.00	28.00
175	45.00	33.00
176	45.00	28.00
177	45.00	16.00
178	45.00	16.00
194	45.00	23.00
257	45.00	37.00
258	45.00	33.00
259	45.00	28.00
260	45.00	25.00
261	45.00	16.00
277	45.00	23.00
340	45.00	36.00
341	45.00	31.00
342	45.00	20.00
343	45.00	22.00
344	45.00	17.00
345	45.00	9.00
346	45.00	22.00
360	45.00	17.00
361	45.00	23.00
424	45.00	31.00
425	45.00	17.00
426	45.00	22.00
427	45.00	21.00
428	45.00	9.00
429	45.00	13.00
444	45.00	23.00
507	45.00	25.00
508	45.00	12.00
509	45.00	18.00
510	45.00	21.00
511	45.00	6.00
512	45.00	18.00
513	45.00	22.00
514	45.00	34.00
527	45.00	15.00
590	45.00	22.00
591	45.00	12.00
592	45.00	15.00
593	45.00	21.00
594	45.00	12.00
595	45.00	19.00
596	45.00	29.00
610	45.00	21.00
673	45.00	19.00
674	45.00	21.00
675	45.00	21.00
676	45.00	16.00
677	45.00	23.00
678	45.00	19.00
679	45.00	27.00
694	45.00	25.00
757	45.00	19.00
758	45.00	21.00
759	45.00	22.00
760	45.00	23.00
761	45.00	25.00
762	45.00	22.00
777	45.00	21.00
840	45.00	25.00
841	45.00	21.00
842	45.00	29.00
843	45.00	28.00
844	45.00	30.00
845	45.00	22.00
860	45.00	15.00
923	45.00	25.00
924	45.00	36.00
925	45.00	29.00
926	45.00	28.00
927	45.00	22.00
928	45.00	17.00
943	45.00	15.00
1007	45.00	33.00
1008	45.00	29.00
1009	45.00	28.00
1010	45.00	22.00
1011	45.00	13.00
1026	45.00	15.00
1091	45.00	35.00
1092	45.00	28.00
1093	45.00	23.00
1094	45.00	13.00
1109	45.00	15.00
1276	45.00	22.00
1359	45.00	22.00
1442	45.00	28.00
1525	45.00	16.00
1608	45.00	17.00
1612	45.00	24.00
1691	45.00	17.00
1695	45.00	25.00
1774	45.00	15.00
1777	45.00	19.00
1778	45.00	25.00
1857	45.00	16.00
1860	45.00	14.00
1941	45.00	18.00
1942	45.00	19.00
1943	45.00	14.00
1944	45.00	13.00
2024	45.00	18.00
2025	45.00	19.00
2027	45.00	18.00
2106	45.00	22.00
2107	45.00	28.00
2189	45.00	20.00
2272	45.00	22.00
2355	45.00	22.00
2520	45.00	18.00
2603	45.00	23.00
2768	45.00	21.00
2851	45.00	13.00
2934	45.00	21.00
2958	45.00	18.00
2998	45.00	27.00
2999	45.00	32.00
3041	45.00	22.00
3042	45.00	15.00
3080	45.00	31.00
3081	45.00	31.00
3082	45.00	32.00
3099	45.00	27.00
3124	45.00	22.00
3125	45.00	21.00
3155	45.00	23.00
3163	45.00	40.00
3164	45.00	28.00
3165	45.00	36.00
3182	45.00	27.00
3207	45.00	22.00
3208	45.00	17.00
3238	45.00	23.00
3246	45.00	26.00
3247	45.00	28.00
3248	45.00	36.00
3265	45.00	15.00
3290	45.00	8.00
3291	45.00	17.00
3329	45.00	23.00
3330	45.00	28.00
3331	45.00	36.00
3347	45.00	26.00
3348	45.00	14.00
3373	45.00	14.00
3412	45.00	23.00
3413	45.00	29.00
3429	45.00	16.00
3430	45.00	19.00
3431	45.00	14.00
3495	45.00	20.00
3496	45.00	21.00
3497	45.00	34.00
3512	45.00	15.00
3513	45.00	20.00
3578	45.00	16.00
3579	45.00	21.00
3580	45.00	18.00
3595	45.00	27.00
3596	45.00	20.00
3661	45.00	3.00
3662	45.00	12.00
3678	45.00	31.00
3679	45.00	23.00
3743	45.00	2.00
3744	45.00	3.00
3745	45.00	14.00
3761	45.00	31.00
3762	45.00	24.00
3827	45.00	9.00
3828	45.00	22.00
3844	45.00	25.00
3845	45.00	25.00
3909	45.00	0.00
3910	45.00	4.00
3911	45.00	22.00
3912	45.00	21.00
3927	45.00	21.00
3928	45.00	25.00
3992	45.00	0.00
3994	45.00	15.00
4011	45.00	20.00
4075	45.00	0.00
4076	45.00	3.00
4093	45.00	21.00
4094	45.00	28.00
4158	45.00	14.00
4159	45.00	7.00
4161	45.00	12.00
4176	45.00	20.00
4240	45.00	16.00
4241	45.00	14.00
4242	45.00	4.00
4243	45.00	5.00
4244	45.00	5.00
4259	45.00	29.00
4322	45.00	11.00
4323	45.00	16.00
4324	45.00	15.00
4325	45.00	17.00
4326	45.00	6.00
4327	45.00	7.00
4341	45.00	15.00
4342	45.00	15.00
4404	45.00	7.00
4405	45.00	12.00
4406	45.00	16.00
4407	45.00	7.00
4408	45.00	17.00
4409	45.00	12.00
4410	45.00	7.00
4412	45.00	19.00
4423	45.00	14.00
4424	45.00	14.00
4425	45.00	15.00
4448	45.00	17.00
4487	45.00	24.00
4488	45.00	12.00
4489	45.00	20.00
4490	45.00	9.00
4491	45.00	7.00
4492	45.00	8.00
4493	45.00	6.00
4494	45.00	16.00
4495	45.00	20.00
4506	45.00	20.00
4507	45.00	20.00
4508	45.00	21.00
4531	45.00	21.00
4570	45.00	28.00
4571	45.00	18.00
4572	45.00	10.00
4573	45.00	9.00
4574	45.00	11.00
4575	45.00	8.00
4576	45.00	16.00
4577	45.00	16.00
4578	45.00	27.00
4579	45.00	4.00
4589	45.00	17.00
4590	45.00	20.00
4653	45.00	28.00
4654	45.00	23.00
4655	45.00	17.00
4656	45.00	13.00
4657	45.00	17.00
4658	45.00	9.00
4659	45.00	20.00
4660	45.00	28.00
4661	45.00	31.00
4662	45.00	12.00
4671	45.00	17.00
4672	45.00	17.00
4673	45.00	26.00
4736	45.00	17.00
4737	45.00	25.00
4738	45.00	17.00
4739	45.00	9.00
4740	45.00	17.00
4741	45.00	12.00
4742	45.00	20.00
4743	45.00	31.00
4744	45.00	31.00
4745	45.00	27.00
4754	45.00	24.00
4755	45.00	25.00
4756	45.00	25.00
4773	45.00	25.00
4774	45.00	21.00
4775	45.00	26.00
4816	45.00	9.00
4817	45.00	4.00
4818	45.00	4.00
4819	45.00	17.00
4820	45.00	22.00
4821	45.00	18.00
4822	45.00	10.00
4823	45.00	16.00
4824	45.00	12.00
4825	45.00	20.00
4826	45.00	34.00
4827	45.00	31.00
4828	45.00	34.00
4836	45.00	15.00
4837	45.00	24.00
4838	45.00	28.00
4855	45.00	17.00
4856	45.00	26.00
4857	45.00	21.00
4858	45.00	18.00
4898	45.00	28.00
4899	45.00	15.00
4900	45.00	8.00
4901	45.00	2.00
4902	45.00	8.00
4903	45.00	22.00
4904	45.00	22.00
4905	45.00	10.00
4906	45.00	21.00
4907	45.00	12.00
4908	45.00	20.00
4909	45.00	34.00
4910	45.00	26.00
4911	45.00	34.00
4912	45.00	26.00
4918	45.00	21.00
4919	45.00	23.00
4920	45.00	21.00
4937	45.00	18.00
4938	45.00	17.00
4941	45.00	24.00
4981	45.00	28.00
4982	45.00	14.00
4983	45.00	8.00
4984	45.00	3.00
4985	45.00	8.00
4986	45.00	19.00
4987	45.00	20.00
4988	45.00	12.00
4989	45.00	18.00
4990	45.00	18.00
4991	45.00	15.00
4992	45.00	32.00
4993	45.00	34.00
4994	45.00	24.00
4995	45.00	23.00
4996	45.00	18.00
5001	45.00	26.00
5002	45.00	23.00
5020	45.00	23.00
5024	45.00	27.00
5025	45.00	17.00
5026	45.00	22.00
5065	45.00	17.00
5066	45.00	22.00
5067	45.00	7.00
5068	45.00	22.00
5069	45.00	23.00
5070	45.00	20.00
5071	45.00	7.00
5072	45.00	18.00
5074	45.00	15.00
5075	45.00	32.00
5076	45.00	34.00
5077	45.00	16.00
5078	45.00	18.00
5079	45.00	13.00
5084	45.00	31.00
5085	45.00	21.00
5102	45.00	25.00
5103	45.00	23.00
5107	45.00	27.00
5108	45.00	18.00
5109	45.00	22.00
5150	45.00	7.00
5151	45.00	5.00
5152	45.00	19.00
5153	45.00	7.00
5159	45.00	31.00
5160	45.00	18.00
5161	45.00	18.00
5162	45.00	18.00
5163	45.00	18.00
5164	45.00	17.00
5166	45.00	31.00
5167	45.00	31.00
5168	45.00	30.00
5184	45.00	11.00
5185	45.00	23.00
5190	45.00	17.00
5191	45.00	17.00
5192	45.00	20.00
5243	45.00	18.00
5244	45.00	18.00
5245	45.00	12.00
5246	45.00	27.00
5247	45.00	17.00
5249	45.00	29.00
5250	45.00	28.00
5251	45.00	28.00
5267	45.00	11.00
5273	45.00	23.00
5274	45.00	17.00
5275	45.00	19.00
5326	45.00	18.00
5327	45.00	14.00
5328	45.00	12.00
5329	45.00	17.00
5330	45.00	17.00
5331	45.00	14.00
5332	45.00	29.00
5333	45.00	25.00
5334	45.00	28.00
5349	45.00	13.00
5350	45.00	16.00
5356	45.00	19.00
5357	45.00	21.00
5358	45.00	19.00
5410	45.00	24.00
5411	45.00	14.00
5412	45.00	15.00
