RECNO	POINTNO	LON_EX	LAT_EX	ALT_EX	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE	BIO1	BIO2	BIO3	BIO4	BIO5	BIO6	BIO7	BIO8	BIO9	BIO10	BIO11	BIO12	BIO13	BIO14	BIO15	BIO16	BIO17	BIO18	BIO19	ID
189	189	93.6497	45.5404	1678.0000	-23.0000	-19.5000	-10.7000	-1.4000	5.4000	11.4000	13.0000	11.2000	5.0000	-3.1000	-13.0000	-20.3000	-8.8000	-4.9000	3.3000	12.2000	19.3000	24.7000	25.7000	24.5000	19.0000	10.3000	0.1000	-7.1000	1	1	2	6	7	18	23	20	9	5	2	1	95	3.0542	13.6083	27.9432	1310.8593	25.7000	-23.0000	48.7000	18.4167	-13.9333	18.4167	-13.9333	95.0000	23.0000	1.0000	100.9749	61.0000	3.0000	61.0000	3.0000	0
190	190	93.4573	45.5596	1676.0000	-23.4000	-19.9000	-10.8000	-1.4000	5.5000	11.6000	13.1000	11.3000	5.1000	-3.1000	-13.1000	-20.7000	-9.1000	-5.2000	3.3000	12.3000	19.4000	24.8000	25.9000	24.7000	19.1000	10.4000	0.0000	-7.4000	1	1	2	7	7	17	22	20	9	6	2	1	95	3.0167	13.6667	27.7214	1330.2962	25.9000	-23.4000	49.3000	18.5667	-14.2833	18.5667	-14.2833	95.0000	22.0000	1.0000	96.8691	59.0000	3.0000	59.0000	3.0000	0
191	191	93.3418	45.5981	1697.0000	-23.7000	-20.1000	-10.9000	-1.4000	5.4000	11.5000	13.0000	11.2000	4.9000	-3.2000	-13.3000	-21.0000	-9.3000	-5.4000	3.1000	12.3000	19.3000	24.8000	25.8000	24.6000	19.0000	10.3000	-0.1000	-7.6000	1	1	2	7	7	17	23	20	9	6	2	1	96	2.8833	13.7000	27.6768	1336.0259	25.8000	-23.7000	49.5000	18.4833	-14.5167	18.4833	-14.5167	96.0000	23.0000	1.0000	97.9912	60.0000	3.0000	60.0000	3.0000	0
192	192	93.1109	45.5789	1548.0000	-24.0000	-20.2000	-10.2000	-0.6000	6.3000	12.5000	14.0000	12.0000	5.7000	-2.6000	-13.0000	-21.1000	-9.5000	-5.3000	3.9000	13.3000	20.5000	25.9000	27.0000	25.7000	20.0000	11.1000	0.2000	-7.7000	1	1	2	7	7	15	21	18	8	6	3	1	90	3.4958	13.8583	27.1732	1382.3555	27.0000	-24.0000	51.0000	19.5167	-14.6333	19.5167	-14.6333	90.0000	21.0000	1.0000	92.4635	54.0000	3.0000	54.0000	3.0000	0
193	193	92.7453	45.5789	1610.0000	-24.5000	-20.9000	-10.5000	-0.8000	6.2000	12.2000	13.7000	11.8000	5.3000	-3.0000	-13.4000	-21.7000	-9.9000	-5.8000	3.6000	13.1000	20.3000	25.7000	26.8000	25.5000	19.7000	10.9000	-0.1000	-8.2000	1	1	2	8	8	14	22	19	9	6	3	2	95	3.1667	13.9333	27.1605	1393.7920	26.8000	-24.5000	51.3000	19.2833	-11.3333	19.2833	-15.1667	95.0000	22.0000	1.0000	89.5553	55.0000	4.0000	55.0000	4.0000	0
194	194	92.9377	45.2132	1561.0000	-23.1000	-19.5000	-9.8000	-0.5000	6.4000	12.4000	14.0000	12.1000	5.7000	-2.5000	-12.5000	-20.4000	-8.7000	-4.7000	4.1000	13.3000	20.5000	25.7000	27.0000	25.7000	20.0000	11.2000	0.5000	-7.1000	1	1	2	8	8	17	23	20	10	6	3	2	101	3.7417	13.7667	27.4784	1351.9932	27.0000	-23.1000	50.1000	19.4833	-10.2833	19.4833	-13.9167	101.0000	23.0000	1.0000	91.3958	60.0000	4.0000	60.0000	4.0000	0
195	195	92.6298	45.2517	1555.0000	-23.5000	-20.0000	-9.9000	-0.5000	6.5000	12.5000	14.0000	12.1000	5.6000	-2.6000	-12.7000	-20.8000	-9.0000	-5.0000	4.1000	13.3000	20.6000	25.8000	27.1000	25.8000	20.1000	11.2000	0.4000	-7.4000	2	1	2	8	8	15	22	19	9	6	3	2	97	3.6542	13.8583	27.3880	1368.9486	27.1000	-23.5000	50.6000	19.5500	-10.5500	19.5500	-14.2833	97.0000	22.0000	1.0000	87.7088	56.0000	5.0000	56.0000	5.0000	0
196	196	92.2065	45.2325	1549.0000	-23.6000	-20.2000	-10.0000	-0.5000	6.5000	12.4000	13.9000	12.0000	5.4000	-2.7000	-12.8000	-20.9000	-9.0000	-5.2000	3.9000	13.2000	20.5000	25.8000	27.1000	25.8000	20.0000	11.1000	0.2000	-7.4000	2	1	2	9	8	14	23	19	9	7	4	2	100	3.5625	13.8750	27.3669	1371.0217	27.1000	-23.6000	50.7000	19.5000	-10.6833	19.5000	-14.3833	100.0000	23.0000	1.0000	85.3655	56.0000	5.0000	56.0000	5.0000	0
197	197	91.9948	45.1747	1590.0000	-23.5000	-20.3000	-10.2000	-0.8000	6.2000	12.0000	13.6000	11.7000	5.2000	-2.9000	-12.9000	-20.8000	-8.9000	-5.4000	3.6000	12.9000	20.2000	25.3000	26.7000	25.4000	19.6000	10.8000	0.1000	-7.4000	2	2	3	9	8	14	24	19	10	7	4	3	105	3.3417	13.8000	27.4900	1355.9211	26.7000	-23.5000	50.2000	19.1167	-10.7833	19.1167	-14.3833	105.0000	24.0000	2.0000	80.8306	57.0000	7.0000	57.0000	7.0000	0
198	198	91.9755	45.5981	1141.0000	-24.9000	-21.4000	-9.4000	0.5000	7.9000	13.7000	15.3000	13.0000	6.4000	-1.8000	-12.6000	-21.9000	-9.7000	-5.6000	5.1000	15.2000	22.8000	28.0000	29.3000	27.8000	22.0000	12.8000	0.8000	-8.0000	2	1	2	7	5	6	15	14	6	6	4	2	70	4.3875	14.6417	27.0141	1474.2581	29.3000	-24.9000	54.2000	21.1833	-10.9833	21.1833	-15.2500	70.0000	15.0000	1.0000	77.3014	35.0000	5.0000	35.0000	5.0000	0
199	199	91.7639	45.4442	1079.0000	-24.0000	-20.7000	-9.2000	0.8000	8.0000	13.6000	15.5000	13.2000	6.6000	-1.5000	-12.1000	-21.0000	-9.0000	-5.0000	5.2000	15.4000	22.9000	27.9000	29.5000	28.0000	22.1000	13.1000	1.2000	-7.3000	2	1	2	7	5	7	16	13	7	6	5	3	74	4.7167	14.5667	27.2274	1448.9437	29.5000	-24.0000	53.5000	21.2833	-10.4500	21.2833	-14.5000	74.0000	16.0000	1.0000	72.4662	36.0000	5.0000	36.0000	6.0000	0
200	200	92.4951	45.6558	1307.0000	-25.0000	-21.2000	-9.6000	0.3000	7.6000	13.6000	15.1000	12.9000	6.3000	-2.0000	-12.8000	-22.1000	-10.1000	-5.7000	4.8000	14.8000	22.2000	27.6000	28.7000	27.3000	21.4000	12.3000	0.5000	-8.4000	1	1	2	7	6	9	17	15	7	5	4	2	76	4.1042	14.3583	26.7381	1467.2972	28.7000	-25.0000	53.7000	20.8667	-11.1333	20.8667	-15.4167	76.0000	17.0000	1.0000	82.2744	41.0000	4.0000	41.0000	4.0000	0
201	201	92.6875	45.6366	1582.0000	-24.9000	-21.2000	-10.5000	-0.7000	6.3000	12.4000	13.9000	11.8000	5.3000	-2.9000	-13.5000	-22.1000	-10.2000	-6.0000	3.7000	13.3000	20.5000	26.0000	27.0000	25.7000	19.9000	11.0000	-0.1000	-8.4000	1	1	2	8	7	13	21	19	8	6	3	1	90	3.1792	14.0417	27.0552	1412.5597	27.0000	-24.9000	51.9000	19.4667	-15.4667	19.4667	-15.4667	90.0000	21.0000	1.0000	92.1132	53.0000	3.0000	53.0000	3.0000	0
202	202	96.7479	44.9823	1198.0000	-24.6000	-20.6000	-9.9000	-0.7000	7.6000	13.6000	15.6000	13.9000	6.8000	-2.6000	-13.3000	-20.9000	-9.8000	-3.8000	6.7000	15.9000	24.2000	29.2000	30.4000	28.5000	22.4000	12.9000	1.4000	-7.2000	1	1	1	2	2	7	15	13	4	2	1	1	50	4.8208	15.4917	28.1667	1473.3426	30.4000	-24.6000	55.0000	21.8667	-10.3333	21.8667	-14.4833	50.0000	15.0000	1.0000	118.3892	35.0000	3.0000	35.0000	3.0000	0
203	203	96.6517	43.4044	1471.0000	-20.6000	-17.7000	-9.5000	-1.2000	6.2000	12.0000	13.9000	12.3000	5.8000	-2.5000	-11.7000	-17.9000	-6.3000	-2.4000	5.9000	14.4000	21.9000	26.7000	28.1000	26.8000	20.9000	12.5000	2.3000	-4.3000	1	1	1	3	3	10	19	12	5	2	1	1	59	4.8167	14.7833	30.3559	1277.0177	28.1000	-20.6000	48.7000	19.9667	-8.4333	19.9667	-11.5333	59.0000	19.0000	1.0000	117.4672	41.0000	3.0000	41.0000	3.0000	0
204	204	96.7286	43.4621	1190.0000	-20.3000	-17.1000	-8.2000	0.2000	7.7000	13.5000	15.5000	13.9000	7.2000	-1.3000	-10.8000	-17.4000	-6.0000	-1.5000	7.4000	16.2000	23.8000	28.7000	30.0000	28.6000	22.7000	14.0000	3.3000	-4.0000	1	1	1	2	2	8	16	10	4	2	1	1	49	6.0875	15.0250	29.8708	1326.9567	30.0000	-20.3000	50.3000	21.7000	-7.6167	21.7000	-11.0500	49.0000	16.0000	1.0000	117.4296	34.0000	3.0000	34.0000	3.0000	0
205	205	98.5760	42.9810	1716.0000	-20.5000	-18.1000	-11.2000	-3.1000	3.9000	9.9000	12.0000	10.5000	4.4000	-3.9000	-12.5000	-18.2000	-6.2000	-2.7000	4.0000	12.4000	19.4000	24.6000	26.0000	24.7000	19.2000	10.9000	1.6000	-4.4000	1	1	1	3	3	11	24	18	7	2	1	1	73	3.4458	14.6917	31.5950	1202.8025	26.0000	-20.5000	46.5000	17.9500	-9.1167	17.9500	-11.6833	73.0000	24.0000	1.0000	126.6458	53.0000	3.0000	53.0000	3.0000	0
206	206	99.0186	44.2318	1654.0000	-22.3000	-20.5000	-14.0000	-5.3000	1.7000	7.9000	10.0000	8.4000	2.5000	-5.9000	-14.6000	-20.1000	-7.8000	-4.2000	1.6000	10.5000	17.6000	22.9000	24.0000	22.7000	17.5000	9.0000	0.0000	-6.1000	1	1	1	3	3	11	25	22	8	3	1	1	80	1.4792	14.9917	32.3794	1200.8926	24.0000	-22.3000	46.3000	15.9833	-11.2000	15.9833	-13.5000	80.0000	25.0000	1.0000	127.3328	58.0000	3.0000	58.0000	3.0000	0
207	207	98.9609	44.1549	1566.0000	-22.1000	-20.1000	-13.3000	-4.7000	2.3000	8.5000	10.6000	9.0000	3.0000	-5.4000	-14.1000	-19.8000	-7.5000	-3.8000	2.3000	11.2000	18.4000	23.6000	24.8000	23.4000	18.1000	9.7000	0.4000	-5.9000	1	1	1	3	3	10	23	20	8	3	1	1	75	2.0250	15.0667	32.1251	1214.2609	24.8000	-22.1000	46.9000	16.6500	-10.7500	16.6500	-13.2000	75.0000	23.0000	1.0000	123.5829	53.0000	3.0000	53.0000	3.0000	0
208	208	99.0378	44.5397	2054.0000	-23.5000	-21.8000	-15.7000	-6.9000	0.0000	6.4000	8.5000	6.8000	0.8000	-7.5000	-16.1000	-21.3000	-8.8000	-5.5000	-0.2000	8.5000	15.5000	21.0000	22.1000	20.7000	15.5000	7.1000	-1.4000	-7.1000	1	2	2	5	4	15	31	29	11	4	2	1	107	-0.1208	14.8083	32.4744	1177.9729	22.1000	-23.5000	45.6000	14.2500	-13.0333	14.2500	-14.6667	107.0000	31.0000	1.0000	120.2630	75.0000	4.0000	75.0000	4.0000	0
209	209	99.2880	44.5782	2191.0000	-23.3000	-21.7000	-15.8000	-7.0000	-0.1000	6.4000	8.4000	6.8000	0.7000	-7.6000	-16.1000	-21.3000	-8.9000	-5.6000	-0.5000	8.2000	15.1000	20.8000	21.8000	20.5000	15.1000	6.8000	-1.6000	-7.2000	1	2	2	6	5	17	34	33	13	4	2	1	120	-0.2542	14.5917	32.3540	1172.0368	21.8000	-23.3000	45.1000	14.1167	-13.0667	14.1167	-14.6667	120.0000	34.0000	1.0000	120.3782	84.0000	4.0000	84.0000	4.0000	0
210	210	100.8852	43.7507	1280.0000	-19.6000	-17.2000	-9.8000	-1.4000	6.0000	11.9000	13.9000	12.4000	6.2000	-2.0000	-11.1000	-17.4000	-5.9000	-1.8000	5.1000	14.2000	21.7000	26.7000	27.8000	26.4000	20.9000	12.6000	2.5000	-4.3000	1	1	1	2	3	11	27	22	8	3	1	0	80	4.9083	14.5000	30.5907	1255.3501	27.8000	-19.6000	47.4000	19.8500	-9.3000	19.8500	-11.0333	80.0000	27.0000	0.0000	134.9747	60.0000	2.0000	60.0000	2.0000	0
211	211	100.9622	43.2119	1846.0000	-20.0000	-17.5000	-10.4000	-2.4000	4.8000	11.0000	12.7000	11.3000	5.0000	-3.0000	-11.8000	-17.9000	-6.4000	-2.6000	4.0000	12.5000	19.7000	25.2000	26.1000	24.8000	19.1000	11.0000	1.6000	-4.8000	1	1	1	2	4	14	36	31	12	3	1	0	106	3.8333	14.0333	30.4411	1217.4943	26.1000	-20.0000	46.1000	18.5167	-9.8833	18.5167	-11.5333	106.0000	36.0000	0.0000	140.4730	81.0000	2.0000	81.0000	2.0000	0
212	212	101.7511	43.4428	1442.0000	-19.6000	-17.0000	-9.4000	-1.1000	6.5000	12.4000	14.4000	12.9000	6.4000	-1.9000	-10.9000	-17.4000	-6.1000	-2.0000	5.2000	14.1000	21.8000	26.9000	28.1000	26.6000	20.8000	12.5000	2.4000	-4.4000	1	1	1	3	5	13	28	25	9	3	1	0	90	5.0500	14.2167	29.8043	1269.8944	28.1000	-19.6000	47.7000	20.2167	-9.3333	20.2167	-11.0833	90.0000	28.0000	0.0000	129.0838	66.0000	2.0000	66.0000	2.0000	0
213	213	103.7524	43.5968	2249.0000	-22.9000	-20.0000	-13.2000	-4.9000	2.9000	8.7000	10.9000	9.4000	3.0000	-5.2000	-14.2000	-20.6000	-9.9000	-6.5000	0.4000	9.0000	16.7000	21.8000	23.2000	21.6000	15.8000	8.0000	-1.5000	-8.0000	1	2	4	8	16	28	46	44	17	6	3	1	176	1.0208	13.0583	28.3261	1240.6623	23.2000	-22.9000	46.1000	15.9333	-14.6500	15.9333	-14.6500	176.0000	46.0000	1.0000	111.2898	118.0000	4.0000	118.0000	4.0000	0
214	214	103.7140	43.7700	1877.0000	-22.1000	-19.0000	-11.7000	-3.2000	4.7000	10.5000	12.7000	11.2000	4.6000	-3.8000	-13.0000	-19.7000	-8.7000	-5.0000	2.2000	11.1000	19.0000	24.1000	25.3000	23.7000	17.9000	9.9000	0.0000	-6.8000	1	2	4	7	14	24	37	38	15	5	3	1	151	2.6625	13.4583	28.3931	1276.7682	25.3000	-22.1000	47.4000	17.9167	-13.5500	17.9167	-13.5500	151.0000	38.0000	1.0000	107.5565	99.0000	4.0000	99.0000	4.0000	0
215	215	103.1751	43.8470	2045.0000	-22.3000	-19.5000	-12.5000	-4.1000	3.7000	9.6000	11.7000	10.2000	3.7000	-4.6000	-13.6000	-20.0000	-8.9000	-5.4000	1.4000	10.1000	17.9000	23.1000	24.3000	22.7000	17.0000	8.9000	-0.6000	-7.2000	1	2	4	7	14	25	42	41	16	5	3	1	161	1.9000	13.4167	28.7911	1250.6453	24.3000	-22.3000	46.6000	16.9333	-13.8833	16.9333	-13.8833	161.0000	42.0000	1.0000	111.6185	108.0000	4.0000	108.0000	4.0000	0
216	216	102.8095	43.7123	1891.0000	-21.4000	-18.7000	-11.6000	-3.2000	4.5000	10.5000	12.5000	11.0000	4.5000	-3.8000	-12.8000	-19.2000	-8.1000	-4.5000	2.4000	11.3000	19.0000	24.2000	25.4000	23.8000	18.0000	9.9000	0.2000	-6.3000	1	2	3	6	12	22	38	37	14	5	3	1	144	2.8167	13.5833	29.0242	1255.3691	25.4000	-21.4000	46.8000	17.9000	-13.0333	17.9000	-13.0333	144.0000	38.0000	1.0000	112.1980	97.0000	4.0000	97.0000	4.0000	0
217	217	102.5209	43.7700	1702.0000	-20.8000	-18.1000	-10.9000	-2.4000	5.3000	11.3000	13.3000	11.8000	5.2000	-3.1000	-12.1000	-18.6000	-7.4000	-3.6000	3.4000	12.4000	20.1000	25.2000	26.4000	24.8000	19.1000	10.9000	1.0000	-5.7000	1	1	3	5	10	19	35	33	13	4	2	1	127	3.6458	13.8083	29.2549	1265.1311	26.4000	-20.8000	47.2000	18.8000	-12.3667	18.8000	-12.3667	127.0000	35.0000	1.0000	115.9662	87.0000	3.0000	87.0000	3.0000	0
218	218	102.5401	43.5198	1753.0000	-20.8000	-18.0000	-10.8000	-2.4000	5.3000	11.2000	13.3000	11.8000	5.3000	-3.0000	-12.0000	-18.5000	-7.3000	-3.5000	3.5000	12.4000	20.0000	25.2000	26.4000	24.9000	19.1000	10.9000	1.0000	-5.6000	1	1	3	5	9	18	34	32	12	4	2	1	122	3.6833	13.8000	29.2373	1261.4518	26.4000	-20.8000	47.2000	18.8000	-12.2833	18.8000	-12.2833	122.0000	34.0000	1.0000	116.5958	84.0000	3.0000	84.0000	3.0000	0
219	219	102.0975	43.5776	1802.0000	-20.7000	-18.1000	-11.0000	-2.7000	4.9000	10.9000	12.8000	11.3000	4.9000	-3.3000	-12.2000	-18.5000	-7.3000	-3.5000	3.2000	12.1000	19.6000	24.8000	26.0000	24.5000	18.7000	10.6000	0.9000	-5.6000	1	1	2	5	8	18	36	33	12	4	2	1	123	3.4292	13.8083	29.5682	1244.6147	26.0000	-20.7000	46.7000	18.3833	-12.2833	18.3833	-12.2833	123.0000	36.0000	1.0000	121.5781	87.0000	3.0000	87.0000	3.0000	0
220	220	101.7319	43.6353	1643.0000	-20.2000	-17.7000	-10.5000	-2.2000	5.3000	11.3000	13.3000	11.7000	5.4000	-2.8000	-11.8000	-18.1000	-6.8000	-2.9000	3.9000	12.8000	20.4000	25.5000	26.6000	25.2000	19.5000	11.3000	1.4000	-5.1000	1	1	2	4	6	16	34	30	11	3	1	0	109	3.9792	14.0083	29.9323	1248.2960	26.6000	-20.2000	46.8000	18.9333	-10.1000	18.9333	-11.8000	109.0000	34.0000	0.0000	129.0264	80.0000	2.0000	80.0000	2.0000	0
221	221	104.0603	43.4044	2372.0000	-23.2000	-20.2000	-13.6000	-5.3000	2.4000	8.2000	10.5000	8.9000	2.6000	-5.5000	-14.6000	-20.8000	-10.3000	-7.0000	-0.2000	8.2000	15.9000	21.1000	22.5000	20.9000	15.1000	7.4000	-2.0000	-8.4000	1	2	5	8	16	29	49	46	18	6	3	1	184	0.5250	12.8167	28.0452	1230.5976	22.5000	-23.2000	45.7000	15.3500	-14.9833	15.3500	-14.9833	184.0000	49.0000	1.0000	112.2157	124.0000	4.0000	124.0000	4.0000	0
222	222	105.3496	42.7116	1384.0000	-19.8000	-16.4000	-8.8000	-0.2000	7.5000	13.0000	15.8000	14.2000	7.7000	-0.6000	-10.3000	-17.3000	-7.3000	-3.2000	4.9000	14.0000	21.8000	26.7000	28.5000	26.6000	20.6000	12.5000	1.9000	-5.5000	1	1	2	4	7	15	29	26	10	4	2	1	102	5.2625	13.0583	27.0359	1313.3512	28.5000	-19.8000	48.3000	20.8000	-11.5833	20.8000	-11.5833	102.0000	29.0000	1.0000	115.8689	70.0000	3.0000	70.0000	3.0000	0
223	223	105.8692	42.3652	1186.0000	-18.7000	-15.4000	-7.7000	0.8000	8.4000	14.0000	16.9000	15.3000	8.8000	0.5000	-9.1000	-16.3000	-6.5000	-2.2000	5.9000	15.2000	23.0000	27.8000	29.7000	27.7000	21.7000	13.6000	2.7000	-4.8000	1	1	2	4	6	12	26	24	9	4	2	1	92	6.3042	13.0250	26.9112	1319.8992	29.7000	-18.7000	48.4000	21.9000	-10.6500	21.9000	-10.6500	92.0000	26.0000	1.0000	114.7035	62.0000	3.0000	62.0000	3.0000	0
224	224	104.7916	43.0580	1865.0000	-21.6000	-18.3000	-11.0000	-2.6000	5.1000	10.7000	13.2000	11.7000	5.4000	-2.9000	-12.3000	-19.1000	-8.8000	-5.1000	2.4000	11.2000	19.0000	24.0000	25.6000	23.9000	18.0000	10.1000	0.0000	-6.9000	1	2	3	6	11	22	38	35	14	5	2	1	140	2.9875	12.9250	27.3835	1277.0369	25.6000	-21.6000	47.2000	18.1833	-11.4500	18.1833	-13.3000	140.0000	38.0000	1.0000	113.1436	95.0000	4.0000	95.0000	4.0000	0
225	225	108.7942	42.7501	1130.0000	-20.1000	-17.0000	-9.3000	-0.6000	7.1000	13.1000	16.4000	14.6000	7.4000	-0.8000	-10.4000	-17.8000	-8.1000	-3.5000	4.7000	14.1000	22.0000	26.8000	28.6000	26.2000	20.2000	12.3000	1.5000	-6.4000	2	1	3	5	7	17	40	38	15	7	2	1	138	5.0417	12.9833	26.6598	1338.7695	28.6000	-20.1000	48.7000	20.9500	-12.1500	20.9500	-12.1500	138.0000	40.0000	1.0000	120.5190	95.0000	4.0000	95.0000	4.0000	0
226	226	108.9289	43.0195	1124.0000	-20.4000	-17.2000	-9.6000	-0.9000	7.0000	13.0000	16.4000	14.6000	7.2000	-1.0000	-10.6000	-18.0000	-8.5000	-3.8000	4.4000	13.8000	21.8000	26.7000	28.5000	26.2000	20.0000	12.0000	1.2000	-6.7000	2	1	3	4	7	16	37	35	14	6	2	1	128	4.8375	12.9250	26.4315	1347.7138	28.5000	-20.4000	48.9000	20.9000	-12.4333	20.9000	-12.4333	128.0000	37.0000	1.0000	119.9476	88.0000	4.0000	88.0000	4.0000	0
227	227	109.3522	43.0387	1238.0000	-20.7000	-17.7000	-10.1000	-1.3000	6.7000	12.7000	16.2000	14.2000	6.8000	-1.3000	-10.9000	-18.3000	-8.9000	-4.3000	3.9000	13.3000	21.3000	26.2000	28.1000	25.7000	19.4000	11.5000	0.8000	-7.2000	2	1	3	5	8	17	40	37	16	7	2	2	140	4.4208	12.7917	26.2124	1348.3112	28.1000	-20.7000	48.8000	20.5167	-12.8500	20.5167	-12.8500	140.0000	40.0000	1.0000	116.7462	94.0000	5.0000	94.0000	5.0000	0
228	228	109.1983	42.7501	1088.0000	-20.0000	-16.9000	-9.1000	-0.3000	7.5000	13.4000	16.8000	15.0000	7.6000	-0.5000	-10.1000	-17.6000	-8.0000	-3.3000	5.0000	14.4000	22.3000	27.2000	28.9000	26.5000	20.4000	12.6000	1.8000	-6.2000	2	1	3	5	8	17	41	39	16	7	2	1	142	5.3083	12.9833	26.5508	1345.6983	28.9000	-20.0000	48.9000	21.3000	-12.0000	21.3000	-12.0000	142.0000	41.0000	1.0000	120.1521	97.0000	4.0000	97.0000	4.0000	0
229	229	109.1406	42.5961	1276.0000	-20.5000	-17.4000	-9.7000	-1.1000	6.6000	12.5000	15.9000	14.1000	6.8000	-1.1000	-10.7000	-18.1000	-8.4000	-3.9000	4.1000	13.4000	21.2000	26.1000	27.9000	25.5000	19.4000	11.7000	1.1000	-6.7000	2	2	3	6	9	20	46	44	18	8	2	2	162	4.5292	12.8417	26.5324	1326.5051	27.9000	-20.5000	48.4000	20.3333	-10.5500	20.3333	-12.5000	162.0000	46.0000	2.0000	118.0758	110.0000	6.0000	110.0000	6.0000	0
230	230	109.3138	42.5769	1166.0000	-20.1000	-17.0000	-9.2000	-0.5000	7.2000	13.2000	16.6000	14.7000	7.4000	-0.5000	-10.2000	-17.6000	-7.9000	-3.3000	4.8000	14.2000	22.0000	26.8000	28.6000	26.2000	20.1000	12.4000	1.7000	-6.2000	2	2	3	6	9	20	46	44	18	8	2	1	161	5.1417	12.9500	26.5914	1334.7809	28.6000	-20.1000	48.7000	21.0167	-10.0500	21.0167	-12.0167	161.0000	46.0000	1.0000	119.3164	110.0000	5.0000	110.0000	5.0000	0
231	231	108.9674	43.5006	895.0000	-20.4000	-17.0000	-9.3000	-0.6000	7.6000	13.7000	17.2000	15.2000	7.8000	-0.6000	-10.4000	-17.8000	-8.6000	-3.6000	4.9000	14.4000	22.7000	27.6000	29.5000	27.2000	20.8000	12.5000	1.5000	-6.7000	2	1	2	3	5	13	30	28	11	4	2	1	102	5.3167	13.0667	26.1857	1378.3889	29.5000	-20.4000	49.9000	21.7333	-12.3500	21.7333	-12.3500	102.0000	30.0000	1.0000	121.3845	71.0000	4.0000	71.0000	4.0000	0
232	232	100.1347	44.9246	2136.0000	-23.7000	-22.2000	-15.9000	-7.0000	0.2000	6.4000	8.5000	6.8000	0.8000	-7.3000	-16.3000	-21.8000	-10.0000	-6.6000	-1.1000	7.9000	15.3000	20.7000	21.6000	20.2000	14.9000	6.7000	-2.5000	-8.3000	2	2	3	7	8	24	47	41	15	5	2	1	157	-0.5292	14.1917	31.3282	1202.0313	21.6000	-23.7000	45.3000	14.0333	-13.7667	14.0333	-15.4333	157.0000	47.0000	1.0000	121.8779	112.0000	5.0000	112.0000	5.0000	0
233	233	101.0007	44.5397	1307.0000	-20.4000	-18.2000	-10.8000	-2.1000	5.3000	11.3000	13.3000	11.7000	5.4000	-2.7000	-11.9000	-18.3000	-6.9000	-2.8000	4.0000	13.3000	21.0000	26.0000	27.0000	25.5000	19.9000	11.7000	1.5000	-5.2000	1	1	2	4	5	16	34	28	10	3	1	1	106	4.0667	14.3667	30.3094	1264.6026	27.0000	-20.4000	47.4000	19.1333	-10.2000	19.1333	-11.9667	106.0000	34.0000	1.0000	128.5186	78.0000	3.0000	78.0000	3.0000	0
234	234	101.8281	44.6744	1832.0000	-21.4000	-19.3000	-12.5000	-4.1000	3.4000	9.4000	11.4000	9.8000	3.5000	-4.4000	-13.3000	-19.3000	-8.4000	-4.8000	1.5000	10.5000	18.2000	23.2000	24.2000	22.7000	17.2000	9.2000	-0.4000	-6.7000	1	2	3	6	11	27	52	43	16	5	2	1	169	2.0667	13.6000	29.8246	1224.1831	24.2000	-21.4000	45.6000	16.7833	-11.5833	16.7833	-13.3167	169.0000	52.0000	1.0000	124.0789	122.0000	4.0000	122.0000	4.0000	0
235	235	102.5978	44.4820	2170.0000	-22.6000	-20.3000	-13.7000	-5.4000	2.3000	8.3000	10.3000	8.8000	2.4000	-5.6000	-14.4000	-20.4000	-9.5000	-6.3000	0.1000	8.7000	16.5000	21.7000	22.7000	21.2000	15.6000	7.7000	-1.7000	-7.8000	1	2	4	8	16	32	56	49	18	6	3	1	196	0.7750	13.2667	29.2862	1218.2597	22.7000	-22.6000	45.3000	15.5000	-14.4833	15.5000	-14.4833	196.0000	56.0000	1.0000	117.7773	137.0000	4.0000	137.0000	4.0000	0
236	236	102.7903	44.4243	1968.0000	-22.3000	-19.8000	-12.9000	-4.5000	3.3000	9.3000	11.4000	9.9000	3.3000	-4.8000	-13.7000	-20.0000	-9.0000	-5.6000	1.1000	10.0000	17.8000	22.9000	24.0000	22.4000	16.8000	8.8000	-0.8000	-7.3000	1	2	4	7	14	28	49	44	16	6	3	1	175	1.6792	13.4917	29.1397	1244.3554	24.0000	-22.3000	46.3000	16.6500	-14.0000	16.6500	-14.0000	175.0000	49.0000	1.0000	115.7973	121.0000	4.0000	121.0000	4.0000	0
237	237	103.0212	43.4621	1793.0000	-21.1000	-18.2000	-11.0000	-2.5000	5.3000	11.2000	13.3000	11.7000	5.2000	-3.2000	-12.2000	-18.8000	-7.7000	-3.9000	3.2000	12.1000	19.9000	25.0000	26.3000	24.7000	18.8000	10.7000	0.8000	-5.9000	1	2	3	6	11	20	33	33	13	4	2	1	129	3.4875	13.6917	28.8854	1270.1058	26.3000	-21.1000	47.4000	18.7000	-10.8167	18.7000	-12.6000	129.0000	33.0000	1.0000	110.5035	86.0000	4.0000	86.0000	4.0000	0
